code,name,type
ENEN90039,Advanced Hydrological Solutions,Requisites apply | Subject
FREN40010,French Thesis Part 1,Requisites apply | Subject
ERTH90033,Geology from Geophysics,Subject
JAPN30019,Japanese in a Digital World,Requisites apply | Subject
ECON40006,Economic Design,Requisites apply | Subject
BMEN90039,Biomedical Eng Management & Regulations,Requisites apply | Subject
ENGM90013,Strategy Execution for Engineers,Subject
MAST30028,Numerical Methods & Scientific Computing,Requisites apply | Subject
MAST90064,Advanced Methods: Differential Equations,Requisites apply | Subject
FOOD90035,Plant Food Products,Subject
PPMN90039,Executive Internship,Requisites apply | Workplace component | Subject
FOOD90040,Nutrition Politics and Policy,Subject
POPH90070,Clinical Sexual & Reproductive Health,Requisites apply | Subject
GEOM90005,Remote Sensing,Subject
INFO90010,Technology Innovation Project,Requisites apply | Subject
FOOD90036,MFPI Internship,Requisites apply | Subject
POLS30018,European Integration: Politics of the EU,Subject
ENEN90027,Energy for Sustainable Development,Subject
ITAL10004,Italian 1,Requisites apply | Subject
EDUC91217,Learning Area English (SI) 1,Subject
DENT90137,Dental Procedural Skills 2 PT1,Requisites apply | Subject
VETS90112,"Surgery, Dentistry and Anaesthesia",Subject
ANSC20004,Animals & Society 2: Human-Animal Bond,Subject
SOCI20016,Sociology of Culture,Subject
CRIM30006,Crime and Culture,Subject
CHIN10017,Chinese 5,Requisites apply | Subject
EVSC90035,Environmental Sci. Research Project Pt 2,Requisites apply | Subject
PROP10001,Economics and Cities,Subject
BISY40002,Studies in Business Information Systems,Requisites apply | Subject
MAST10015,Foundation Mathematics 2,Requisites apply | Subject
LAWS70301,Intl and Comparative Competition Law,Quotas apply | Subject
EDUC91188,Foundations: Languages Teaching,Subject
PHYC30017,Statistical Physics,Requisites apply | Subject
ECOM40006,Econometrics 3,Requisites apply | Subject
MUSI10053,Brass Ensemble 2,Subject
EDUC90929,Education Policy in Context,Subject
ACCT90030,Information Processes & Control,Requisites apply | Subject
EDUC91324,Evaluating Educational Interventions,Requisites apply | Subject
POPH90218,Public Health Leadership and Management,Requisites apply | Subject
MEDS90034,Principles of Clinical Practice 3A,Requisites apply | Subject
LAWS70181,Defamation Law,Quotas apply | Requisites apply | Subject
SOCI20018,"Families, Relationships and Society",Subject
LING30013,Morphology,Requisites apply | Subject
MUSI40080,Honours Ensemble 2,Subject
ENST90046,Landscape Governance and Policy,Subject
EDUC91120,Learning Area Visual Arts and Design B1,Requisites apply | Subject
SCRN30006,Ethnographic and Documentary Cinema,Subject
BIOL10009,Biology: Life's Machinery,Requisites apply | Subject
RUSS30005,Russian Culture Through Film,Requisites apply | Subject
PAED90020,Clinical Practice,Requisites apply | Subject
FLTV20012,Screenwriting Practices 2A,Requisites apply | Subject
VETS90057,Principles of Medicine & Surgery 3 PtB,Requisites apply | Subject
BIOL90018,BioSciences Research Project Part 4,Requisites apply | Subject
PHTY90111,Leadership in Professional Practice,Requisites apply | Subject
ISYS90049,Digital Business Analysis,Subject
LAWS90314,Equity and the World of Commerce,Quotas apply | Requisites apply | Subject
EDUC91357,Engaging with Research in Education,Subject
ARTS90026,Interdisciplinary Industry Project 1,Requisites apply | Workplace component | Subject
BINF90009,Bioinformatics Research Project Pt 2,Subject
ATOC20001,Extreme Weather and Climate,Requisites apply | Subject
AHIS40002,Indigenous Australian Art Histories,Subject
ACTL90019,Data Analytics in Insurance 2,Requisites apply | Subject
ELEN30013,Electronic System Implementation,Requisites apply | Subject
FREN90003,Graduate French A,Requisites apply | Subject
CHEM90043,Atmospheric Chemistry,Requisites apply | Subject
ECON90063,Advanced Microeconomics,Requisites apply | Subject
EDUC20083,"Story, Children and the Arts",Quotas apply | Subject
MEDI90116,Breast Ultrasound,Requisites apply | Subject
MUSI90154,Professional Practice 1,Requisites apply | Subject
EDUC91089,Primary Science Education,Subject
FNCE90071,DRFS Research Report Part 1,Requisites apply | Subject
PAED90026,Cancer Care in Young People,Subject
ELEN90053,Electronic System Design,Requisites apply | Subject
BMEN90035,Biosignal Processing,Requisites apply | Subject
HIST20034,Modern Southeast Asia,Subject
POLS90051,Technology and Power in World Politics,Subject
ARTS90050,Digital Archives: Theory and Methods,Subject
SCWK90068,Implementation Science in Practice,Requisites apply | Subject
LAWS90082,The Legal System: Bases and Challenges,Quotas apply | Subject
BUSA90559,Sustainability and Data Analytics,Quotas apply | Requisites apply | Subject
SOCI90003,Comparative Social Policy,Requisites apply | Subject
ISYS90026,Concepts in Information Systems,Subject
LAWS70344,International Law and Israel-Palestine,Requisites apply | Subject
MULT90005,Partnerships for Sustainable Futures,Requisites apply | Subject
MKTG90048,B2B Marketing,Subject
IBUS20001,Business in Asia,Requisites apply | Subject
FINA10025,Studio Studies 1,Subject
EDUC91245,Learning Area English (SI) 2,Requisites apply | Subject
FNCE40004,Research Methods in Finance,Requisites apply | Subject
ABPL90334,Means and Methods in Construction,Requisites apply | Subject
BUSA90126,Implementing Strategy,Quotas apply | Requisites apply | Subject
LAWS90103,Private Law and Government,Quotas apply | Subject
ISYS90035,Knowledge Management Systems,Requisites apply | Subject
PHTY90124,Health Care in Context,Requisites apply | Subject
ABPL30051,Urban Morphological Mapping,Subject
BUSA90473,Business Practicum,Requisites apply | Subject
NEUR20001,Concepts and Discoveries in Neuroscience,Subject
SPAN20028,Chile: The Land at the End of the World,Quotas apply | Requisites apply | Overseas | Subject
FNCE40002,Advanced Investments,Requisites apply | Subject
BMEN90036,Biofluid Mechanics,Requisites apply | Subject
LAWS70005,Tax Avoidance and Planning,Quotas apply | Requisites apply | Subject
LAWS70398,Law of the Sea,Quotas apply | Requisites apply | Subject
EDUC90849,Impact Evaluation,Subject
ECON90066,Special Topics in Economics 1,Requisites apply | Subject
LAWS30029,Employment Law,Subject
CLRS90004,Clinical Research Thesis,Requisites apply | Subject
CREA90020,Drama Therapy Methods 4,Requisites apply | Subject
POPH90095,Economic Evaluation in Practice,Requisites apply | Subject
SCIE10010,Science Skills Foundations,Requisites apply | Subject
BUSA90564,Data Platforms for Analytics,Subject
LAWS70322,WTO Law and Dispute Settlement,Quotas apply | Requisites apply | Subject
ELEN80001,PhD Research,Subject
COMP90059,Introduction to Programming,Subject
FINA30022,Space Studio,Requisites apply | Subject
POPH90014,Epidemiology 1,Subject
DENT90047,OMS Clinical Practice 1,Subject
BIOL20001,Evolution: Making Sense Of Life,Requisites apply | Subject
DENT90103,Prosthodontics 2,Subject
ITAL10002,Italian 4,Requisites apply | Subject
MIIM40002,Advanced Microbiology and Immunology,Requisites apply | Subject
ZOOL30008,Experimental Marine Biology,Quotas apply | Requisites apply | Subject
FREN20001,French 5,Requisites apply | Subject
ECON90075,Economic Analysis and Policy,Requisites apply | Subject
SCIE90002,Analytical Techniques for Biotechnology,Requisites apply | Subject
ECOM90015,Special Topics in Adv. Econometrics 2,Requisites apply | Subject
ARTS90013,Researching Media and Culture,Subject
EDUC91260,Learning Area Psychology (SI) 2,Requisites apply | Subject
ATOC30006,Modern and Future Climate,Requisites apply | Subject
PHYC20012,Quantum and Thermal Physics,Requisites apply | Subject
EDUC91287,Learning Area Politics (SI) 3,Requisites apply | Subject
LAWS90185,"Migration, Diasporas and the Law",Quotas apply | Subject
EDUC91266,Learning Area Biology (SI) 3,Requisites apply | Subject
FLTV30018,Animation Lab 3,Requisites apply | Subject
LAWS90004,Disability Human Rights Clinic,Quotas apply | Requisites apply | Subject
AGRI90078,Internship for Agricultural Sciences,Requisites apply | Subject
INDO30006,Indonesian Literature and Film,Requisites apply | Subject
GEND30003,Gender at Work in The World,Requisites apply | Subject
MUSI90036,Music Psychology Research,Subject
MUSI10182,Individual Performance Studies 1,Requisites apply | Subject
SWEN90017,Masters Advanced Software Project Part 1,Requisites apply | Subject
ITAL20010,Italian 6,Requisites apply | Subject
ARTS20004,Wellness,Subject
LAWS50049,Human Rights Law and Practice,Quotas apply | Requisites apply | Subject
EDUC91275,Learning Area Health Education (SI) 3,Requisites apply | Subject
EDUC90507,Language for Learning,Requisites apply | Subject
HORT90011,Therapeutic Landscapes,Subject
EDUC20062,"Youth, Culture and the Arts",Subject
MGMT10002,Principles of Management,Subject
MEDI90054,Ultrasound Guided Procedures,Requisites apply | Subject
CREA40001,Research Methods in the Creative Arts,Subject
POPH90289,Biostatistics Research Project Part 2,Requisites apply | Subject
SKIL90005,Research Internship,Requisites apply | Subject
MAST90017,Representation Theory,Requisites apply | Subject
ITAL20012,Italian 9,Requisites apply | Subject
NURS90122,Foundations of Critical Care Nursing,Requisites apply | Subject
MAST90104,A First Course In Statistical Learning,Requisites apply | Subject
MUSI40056,Special Study,Requisites apply | Subject
ELEN90046,Major Design Project,Requisites apply | Subject
EDUC90930,Literacies in Local and Global Contexts,Subject
MEDI90141,TOE - Practical,Requisites apply | Subject
HLTH90019,Indigenous Health and Nursing,Subject
NUTR20001,Food Nutrition and Health,Requisites apply | Subject
ENGR90043,MechEng Summer Research Project,Requisites apply | Subject
COMP20003,Algorithms and Data Structures,Requisites apply | Subject
EDUC91196,Doing Early Childhood Research,Requisites apply | Subject
EDUC91219,Learning Area Health Education (SI) 1,Subject
ENGL20020,"Romanticism, Feminism, Revolution",Subject
MUSI20149,Music Psychology,Subject
MUSI20113,Vocal Ensemble 2,Requisites apply | Subject
GERM40010,German Honours Language,Subject
ERTH90065,Earth Sciences Research Project Pt 6,Subject
ABPL90380,Designing for Heat in the Public Domain,Requisites apply | Subject
DEVT90041,Development Research Design & Assessment,Requisites apply | Subject
LING90009,Language Assessment,Requisites apply | Subject
NURS90167,Bioscientific Basis for Prescribing,Subject
DRAM30036,Theatre Practice 4,Requisites apply | Subject
ANSC30009,Animal Systems Analysis,Requisites apply | Subject
GENE90020,Current Genetics: Cells and Development,Requisites apply | Subject
COMP30026,Models of Computation,Requisites apply | Subject
MAST90111,Advanced Statistical Modelling,Requisites apply | Subject
COMP30019,Graphics and Interaction,Requisites apply | Subject
JOUR90027,Global Crisis Reporting,Subject
SCIE90023,Research Project in Comp Biology Pt2,Requisites apply | Subject
ISYS90051,Digital Impacts on Business and Society,Requisites apply | Subject
CLAS10007,Latin 2,Requisites apply | Subject
POLS30003,Public Affairs Internship,Quotas apply | Requisites apply | Workplace component | Subject
GEOG90021,Conservation and Cultural Environments,Requisites apply | Subject
LAWS70003,Minor Thesis (LLM) # P/T,Quotas apply | Requisites apply | Subject
LAWS90056,Comparative Federal Constitutional Law,Quotas apply | Requisites apply | Subject
SCIE90013,Communication for Research Scientists,Subject
LAWS90164,MLS Tax Clinic,Quotas apply | Requisites apply | Subject
EDUC91116,Learning Area Psychology 1,Subject
EDUC91205,Engaging and Assessing Learners (SI) 3,Requisites apply | Subject
FINA20032,Critical and Theoretical Studies 4,Requisites apply | Subject
OPTO90031,Research Studies in Optometry,Requisites apply | Subject
EDUC90860,Science and Technology in Practice,Requisites apply | Subject
MUSI20081,Early Voices 2,Requisites apply | Subject
ENST90037,Environmental Research Project - 50 Pt1,Requisites apply | Subject
EVSC90033,Air Quality Monitoring,Requisites apply | Subject
BCMB30004,Cell Signalling and Neurochemistry,Requisites apply | Subject
EDUC91227,Learning Area Music (SI) A1,Subject
PUBL90006,Writing and Editing for Digital Media,Requisites apply | Subject
EDUC20065,"Knowledge, Learning and Culture",Subject
ARTS90011,Researching Images,Subject
EDUC91274,Learning Area Environmental Sci (SI) 3,Requisites apply | Subject
PHTY90094,Research and Evidence 1,Subject
ELEN90036,MPhil Research,Subject
MGMT90257,Supply Chain Challenges & Opportunities,Requisites apply | Subject
ECOL30007,Marine Biodiversity and Biogeography,Requisites apply | Subject
MEDI90087,Cancer in Society,Requisites apply | Subject
PHYC10003,Physics 1,Requisites apply | Subject
MECM30017,Digital and Mobile Journalism,Requisites apply | Subject
PSYT90112,Early Psychosis in Young People,Subject
GEOG20016,"Fertility, Mortality and Social Change",Subject
PATH40010,Exploring Research in Clinical Pathology,Subject
JOUR90026,Journalism Project Part 2,Requisites apply | Subject
LAWS70424,Separation of Powers in Australia,Quotas apply | Requisites apply | Subject
MUSI10196,Music Making Laboratory 2,Requisites apply | Subject
CLAS30004,Intensive Beginners Latin,Subject
ENGR90027,Engineering Project,Requisites apply | Subject
ACUR90008,Curating Art in Practice,Quotas apply | Requisites apply | Subject
CHEM90060,Chemistry Research Project Pt 5,Subject
PHYC10010,Indigenous Astronomy,Subject
GEOM90008,Spatial Data Management,Subject
SPAN10008,Spanish 6,Requisites apply | Subject
TRAN90021,"Translation, Interpreting, Communication",Requisites apply | Subject
AGRI90086,Communicating Agricultural Sciences,Subject
FOOD90031,Food Packaging Materials and Processes,Subject
DENT90110,Research Project B,Requisites apply | Subject
LAWS50023,Legal Method and Reasoning,Subject
LAWS90264,Tax of Superannuation B,Quotas apply | Subject
CVEN90017,Earthquake Resistant Design of Buildings,Requisites apply | Subject
POPH90229,Health Economics 2,Requisites apply | Subject
ABPL90426,Applied Design Thinking,Subject
FNCE90066,Special Topics in Finance C,Requisites apply | Subject
GERM30002,German Cultural Studies C,Requisites apply | Subject
ORAL90001,Oral Health Practice 4,Requisites apply | Subject
LAWS90209,Indigenous Legal Advocacy Clinic,Quotas apply | Requisites apply | Subject
POLS90058,Asia-Pacific: Zone of Conflict or Peace?,Subject
POPH90226,Societal Implications of Genomics,Subject
PSYT90104,Inclusive Youth Mental Health Practice,Subject
DPSS20013,Production Studio 4,Requisites apply | Subject
ISYS90118,Skills for IS Research and Development,Subject
POPH90300,Health and Social Justice,Subject
INFO20004,Usability Evaluation Methods,Requisites apply | Subject
